review_id,text,user_id,date,business_id,stars,name
R6XSEEhvNp_h7cplwW_b0g,"Being a brand new restaurant it was a little rough around the edges, but overall a good dinner experience.  The Peking Duck Sampler were two small bun sandwiches but very flavorful.  The steamed dumplings were tasty, and the Mongolian Beef was a little oily but very robust.    For dessert the Mango with Sticky Rice was nicely smooth and sweet without excess sugar.  Staff was friendly and attentive.",nkAjT-VtTr5jKhI_2xMX7w,2021-08-18 23:54:01,LwBLK_hNI72tZYzuhYp0eQ,4,Charles
2ifTGYavUtzRVxajCcOpSg,"First off, I'm really happy to have another Chinese restaurant in the French Quarter. And, based on what I witnessed this weekend, Zhang is off to a very busy and successful start. I'm glad!This review is based off my experience with take out. I haven't eaten at the restaurant, although the design and decor of the physical space are really appealing. They did a good job revamping the space, which used to be grungy. During a busy weekend dinner, the restaurant was very busy. There were a LOT of families and kids, which is not something I'm looking for in a dining experience. My takeout order was also 15 minutes late, which is not a huge deal--especially for a new business. They're still working out the kinks. Onto the food. None of the food was bad. My main gripe is that the items I ordered did not match their descriptions on the menu. I ordered vegetable fried rice. However, it didn't come with any vegetables. It did come with tofu, which I did not order. I will say that their tofu is outstanding--much, much better than the tofu I've had at other local Chinese or Thai restaurants. So I wasn't mad about that, but I really missed the vegetables. When ordering (and paying for) vegetables in a dish like fried rice, that means things like broccoli, baby corn, etc. This dish didn't have anything like that. Only tofu. So, while it was basically tasty, that's not something I would have ordered had the description been accurate. I also got medium heat (out of three heat options), and it was not spicy. So, if you're really into heat, I would go with ""hot."" I also got the egg drop soup, which was delicious--easily the best item I ordered. However, the menu says it has peas, carrots, and mushroom. It didn't have any of these things. It's important that menu items are accurate and that the kitchen is in communication with front of house on this sort of thing. This might all fall under the ""working out the kinks"" umbrella. I also tried the ""spicy"" cucumber salad, though it was not spicy at all. It was more of a sweet, soy-based sauce. It was fine. The veggie egg rolls were standard, in the Thai style. For a to go order, the presentation was nice. The egg rolls had a slice of lemon and an attractive sprig of mint. I appreciated the presentation. I imagine the presentation in the restaurant must be very nice. I'll definitely be back in a few weeks to try other dishes and see how things have progressed. Overall, a very welcome addition to the French Quarter.",3Q0fciqaAXBPf1HJg8K2Qw,2021-07-05 16:21:02,LwBLK_hNI72tZYzuhYp0eQ,3,Jeremy
QetWQKJG6qUMuLRQHts3RQ,We had a great experience at Zhang Bistro. This is my favorite spot as a tourist when I'm seeking food beyond Cajun food. And 5* to Thi who was super friendly to us!,q9aAVTou0Gzb3r4HTpe5pg,2021-07-26 00:21:01,LwBLK_hNI72tZYzuhYp0eQ,5,Felix
PTrz5GslP0YeB2Y4Hzcf4w,Really great spot in the French Quarter. My friends and I stopped for a quick lunch and were greeted by a friendly staff that was very accommodating to everyone's dietary needs. Plenty of options for everyone (many vegetarian options as well) and very delicious food. Our server was highly attentive and really nice.,M_8fNhTUDHLsqG-oIMnPbw,2021-07-05 21:38:07,LwBLK_hNI72tZYzuhYp0eQ,5,Hugo
ntgRzEsWrtdBzS7X-Nv81Q,Nice and clean place to dine in. Vegetarian friendly.,W2MNejCPsVBRZvgACX09uQ,2021-07-12 19:55:18,LwBLK_hNI72tZYzuhYp0eQ,5,Sze-yu
D8shpfUMpR-lg43OpIk-iw,"Second time dining here. First time around, we had their peking duck which was full of flavor. I especially love the crispiness w every bite.  Second time around, we had chicken wings, baby bok choy , and drunken noodles. Don't let the light color of the items fool you.  They were so flavorful, especially the drunken noodles. Can't wait to have a family meal here w my entire family. Also, can't go wrong w their deserts!",6DsBHZ8bpVoDgaUSORJbyg,2021-06-30 02:56:24,LwBLK_hNI72tZYzuhYp0eQ,5,Natalie
bnVtBMfvF0RPLIGwnJacpw,"1st time visiting this location. Nice environment with good food. My only problem with this place was finding a hair in my soup . I checked my other food and didn't see anything. I ordered: 1. Green tea (hot) 2. Egg drop soup3. Pad Thai, chicken Again, nice and inviting but I had to take off stars for the hair",CHCV6IcvjrBIErwJ1pb3bA,2021-08-28 20:46:07,LwBLK_hNI72tZYzuhYp0eQ,3,Katheryn
hsESDFAu03K0q3a7BejZ4w,Zhang Bistro is a great addition to the French Quarter. It has classic Chinese and Thai dishes that were all fresh and tasty. Everything came out quick and piping hot. Entree portions were large so go hungry. There wasn't a wait time and service was nice.,lDd7ormFrXU5E83Z-Q9unQ,2021-07-18 22:24:11,LwBLK_hNI72tZYzuhYp0eQ,5,Frank
t4R2IiWkBmIccqrWchg32Q,Great service.  Excellent food. Ask for David. Great waitress. Here I New Orleans. Place is real clean.,X-smrBZwii5XpTaTtBsRyg,2021-06-28 22:46:14,LwBLK_hNI72tZYzuhYp0eQ,5,Patricia 
cNfBldBVpAm8Mwpd-2lAhg,Love this new place. The food and staff are fantastic. Get the hot beef wok. Soooo delish.,PpddWNu1Wn6x3FGd4pPGoA,2021-11-09 23:19:06,LwBLK_hNI72tZYzuhYp0eQ,5,Shawn
