review_id,text,user_id,date,business_id,stars,name
JhG_GgsjOULIV-X6Eeho2g,"Was excited to finally try LMNO and it did not disappoint! Would skip the guacamole next time in favor of the chips dipped in the ensalada mixta. SO GOOD! It was a chopped salad with tomato, jalapeño, chickpeas, and cheese in a creamy cilantro tomatillo dressing. We were between a few different apps and our server recommended this salad over the other options and we were so glad she did! The chicken tacos were amazing! I usually don't like corn tortillas and they wouldn't allow substitution for flour, but these were not your average corn tortilla. They were thick and pillowy almost without the grainy corn texture and the cheese melted into them perfectly. Would recommend the margarita pitcher but not the tres leches cake. The cake was topped with random stuff that looked and tasted like cereal. The listening room experience was fun to check out though we didn't stay long. We added ourselves to the waiting list before our meal and our spot was ready by the time we finished.",BPctreQAlxlXTCNdRfdG-w,2021-12-18 17:22:12,zvvl3c1FO3O3BZdhusficA,4,Stephanie
YtS0hPaFGEAwfLjEwW_5Zw,Loved it! Such a cool vibe and delicious food. I thought the price was fair as well. Definitely recommend the birria tacos and tuna tostadas!,NmzS52xIDa0fOB9I-1Id5Q,2022-01-01 23:13:10,zvvl3c1FO3O3BZdhusficA,5,Ellie
lj8IvLir3p9ymVrRcCHYrg,"We recently had dinner at LMNO. Reservations for 6:30. The music was so loud that we literally had to shout to be heard by the other in our party of four. Obviously all of the other customers were shouting as well. Not only is this unpleasant, but in the times of ongoing covid transmission shouting increases significantly the risk of spread of covid. We will not be going back to this restaurant.",tFhpGNLBeAG38r1RctsRWA,2021-12-12 22:44:37,zvvl3c1FO3O3BZdhusficA,1,Susan
tbuM_fa4mtuNaW7RqW9wRw,Fun big space for drinks and food.  It is a Stephen Starr place so the quality and guest experience is there. Bartender super friendly and well versed on menu in order to make recommendations.,M2YZJ6mwd1kde5qcXFANPw,2021-10-24 20:53:46,zvvl3c1FO3O3BZdhusficA,5,Louis
FB_kqRmz7XuqTIJouWcVQQ,"Was very excited to get a reservation here. I'm a big fan of Starr restaurants for their consistency and excellent dining experience; El Vez, parc, etc.We had the guacamole , oysters , and a few other items from the taco selection. Generally speaking flavors off on all dishes. Strangest combination of flavors on the oysters I have ever had. Crackers with salsa... not sure what to make of it. I wonder if anyone from the executive team has done a tasting of the menu. Maybe an off night?Service was good, drinks were fine.",tGVSgT5yZ_cryIznp0FDWA,2021-11-22 23:02:46,zvvl3c1FO3O3BZdhusficA,2,Tim
tCzciGz9k2Jxs3U2qg07CA,"Dined here 11/6. Made a reservation through an alert I received from RESY. Prior to receiving this alert there were no weekend reservations for the month of November.This place is super sexy chill. There is a collection of provocative sexy art work on the walls. The music was vibey. Our server Dana was good, she was familiar with the menu and provided us her recommendations providing details and answering our questions very accurately. As you can see from the pics my companion and I ordered a little of everything.My favorite dishes were the dirty veggie tacos & the cucarachas. The tacos were very well seasoned. They had mushrooms, quinoa, parm, queso in a blue corn tortilla. Crispy on the outside {chefs kiss}. I asked for a side of guacamole with my tacos that I did not receive. The Cucarachas are fried shrimp hot sauce butter and lime. The temp and the spice are in fact HOT. So so good 10 out of 10.I sampled the smoked tuna Asada fries they were delicious as well I wish the temp would have been a little warmer. My companion has does not like cilantro and they came with cilantro shreds on top. (Not mentioned in the description on the menu)My salad was more cheese than salad but nonetheless good. Red snapper include bites and an additional piece of fish underneath. I have no complaints and highly recommend this spot. I actually have another reservation for later this month. RUN, don't walk.",vJ3YiIUVwhshFBpQDRJhPQ,2021-11-08 20:25:27,zvvl3c1FO3O3BZdhusficA,4,Chris
IfDoYweVxjEosje2sfGKMA,"I was really looking forward to dining here. I arrived with a party of 5. Unfortunately, we were late due to cancelled Ubers, but they were accommodating and sat us quickly despite this. We ordered all of our food and drink at once since it took a while to get attention from our waiter. We received a side of esquites before anyone received their drink which I thought was very odd. When it comes to the food, the tacos are good but for the price it's pretty ridiculous when it comes to portion size. The dirty tacos are actually not tacos at all, they are quesadillas. My two friends who ordered them were extremely disappointed. The carne asada fries were good but the meat to fries ratio was lackluster. Overall, the food is tasty but it's not worth the extremely high price point. And to top things off as we were leaving two of my friends went to go use the gender neutral bathroom. They chose to open the only vacant one (unlocked!) to find a man masturbating. We all left hungry and two of us left traumatized as well.",evSTPfN2RjZwKhLIWRp7fg,2021-12-22 04:51:43,zvvl3c1FO3O3BZdhusficA,2,Jordan
NqY1g6tpbQFFn45Rt7xkWg,"Very good service. We had to wait a bit initially for our server to come up and take orders for water and drinks but overall, she was great and the food was very flavorful!",oAov5erInFJgklxHJjYHuw,2021-11-12 17:39:56,zvvl3c1FO3O3BZdhusficA,4,Lorena
6OW68KIfoc34eeMoFvqm2Q,"The place felt like an overpriced gentrified neighborhood restaurant. The food was OK, nothing special. For example, my 2 small somewhat bland tacos w. no sides (rice, beans, yuca fries, anything) were $18. This valuation is shocking where anywhere you go to get a taco it ranges for less than 5 dollars. Mexican food should be and has always been affordable in my experience, especially where there is no special inventiveness or fusion. The oysters were an unique hit at the table. Other problem we had was with the cocktail menu, which allows you to choose your spirit & they average $14-$30, plus your base health juice for $3, you can end up with a single drink costing you $20+ easily. Why not have an established cocktail menu.. it just seems like an easy way to trick patrons into spending more. Outside patio and hidden bar are a nice touch though.",UJgWjy5SUbwFDHl3uvdYMw,2021-12-13 15:12:42,zvvl3c1FO3O3BZdhusficA,2,Yeraldin
LtRWTC30cegZy2VmhGV53w,LMNO IS THE BEST! The staff is great cuz they give you food! The staff also all have personalities. All the waiters are hilarious instead of LMNO they should call it LMAO Cuz that's what I was doing HAHAHAHAHAHAH. Great place with great food. Luv y'all! Wish we could marry with wedding,NIoNe0wAEt3IBYz-gpd8aA,2021-11-10 21:28:41,zvvl3c1FO3O3BZdhusficA,5,Mark
