review_id,text,user_id,date,business_id,stars,name
rucDDrjA4QLZ5z5RT1Sq8g,"I was visiting Nashville from Tampa, and to be honest, only stopped in because it was close to my hotel. I am so glad I did!!!  Delicious and fresh food. Was relatively healthy by Mexican restaurant standards. Honestly, the best Mexican food I have had in a long term. Apparently, the place is relatively new and I would highly recommend a visit. Service was outstanding and Lisa, our server was great and clearly proud of the restaurant. I wish there were Mexican establishments like this in Tampa tbh",FWbYvfNoaWsW7MULKx5kkw,2021-11-07 00:01:55,jf2eOxyT1tlA1lyqKavPXA,5,Neil
aGZbRDyBPqzyTMN25aaI0w,"Must say, this is probably the best service I've had in over a year. Eladio was our server, he took time to know our names and was very attentive without being overly intrusive. The chips and guacamole were fantastic and fresh. The carnitas tacos were okay, but I'd probably try something different next time. The margaritas were tasty. I'd recommend the spicy margarita if you don't mind a bit of a kick.",9VCe8tBK6NmLjj8IBi8bLg,2021-11-10 03:33:46,jf2eOxyT1tlA1lyqKavPXA,4,Michelle
d15jAEccKGJLZZGG3rVlAQ,To start Eladio is fantastic...you couldn't ask for better service anywhere! Came here for brunch....I had the best mother Effin huevos rancheros I've ever had in my life...pretty sure if I'm ever on death row this would be on my last meal request list! The spicy margarita is amazing and a must have! If your in the area and unsure where to eat....stop looking and eat here! You will NOT be disappointed!,LKOz2awAJq8D6lwn8rZxjw,2021-11-13 18:48:52,jf2eOxyT1tlA1lyqKavPXA,5,Sarah
f4jKIU3DShFVK9EWqhAYng,"Great people, great food and great atmosphere!!!  This place gets hats off to all aspects of a dining experience.  The management and staff are top notch and the food is outstanding.  The chili relleno, enchiladas, salsa and churros were outstanding.  Great flavor, freshly made and not loaded with salt.  Excellent experience.  Would rate this one of the best places to eat in the area.  Will definitely be back next time in the area.  Great job!!!!!",-SrPKmj3LxPS90z1lFAu7A,2021-07-16 23:15:15,jf2eOxyT1tlA1lyqKavPXA,5,Allison
Ul0ZGHdf9pgaGJfOxNLqwQ,"Amazing food, amazing service. The empanadas are delicious! Tacos are awesome and the churros with ice cream made the ending phenomenal. Will definitely be coming back.",2B0cFi1k2XbtIq9QV4uamA,2021-12-16 00:06:52,jf2eOxyT1tlA1lyqKavPXA,5,Suzie
6ShFreWeo74lWbq62E5XzQ,"My last night in Nashville and I walked in without anything but curiosity and an appetite. I had eaten bbq three days in a row, and I ordered the vegetable enchiladas with salsa verde: it was the most delicious meal I've had in some time!!! I also had a perfectly made original margarita. Attentive and friendly staff, awesome vibe and design. Thank you for a memorable experience. I can't wait to come back.",t7z_KiUK4FEIiareHTrkVA,2021-10-06 03:39:57,jf2eOxyT1tlA1lyqKavPXA,5,Joe
EWRjF4Fxvifge_v2129esg,"Delicious margaritas, smoky salsa and perfectly cooked chips to start the evening. The ambience is cool with modern decor, dimmed lights and music humming low in the air. The Dia de los Meurtos theme is carried throughout the restaurant with features like a skull wall and figures adorning the entryway. It really is beautiful inside. After starters and margaritas, are dinner arrived hot and fresh from the kitchen. The veggie enchiladas were fantastic with fresh veggies cooked to a perfect temperature. They were perfectly stuffed and flavored without excessive oil. Wish my pics were better, but you can see the generous mix of various veggies that make the dish interesting and satisfying. My friend enjoyed the quesadilla and would recommend it. We didn't have time for dessert but would love to try the churros next time.",cECBYLfkgw9Qby0K4Smy0g,2021-11-26 23:50:07,jf2eOxyT1tlA1lyqKavPXA,5,Leslie
IOh7xAhqzEyTlJUX2sqwVQ,We came down visit Nashville and ran into Calacas and boy it did not disappoint. If you're looking for Mexican infused cuisine this is your place. Everything we tried was amazing with great flavor and presentation. Staff was amazing and attentive. If your in Nashville please do come visit I'm so surprised this place is not busier what a shame! It is a cool couple blocks from Broadway and totally walkable from there. Please come visit them!,VLM7YvO725bcI7W7w30jGQ,2021-11-21 22:51:04,jf2eOxyT1tlA1lyqKavPXA,5,Diana
E7Nqr4omqUoZFD-B4fR79A,"Brand new mexican restaurant. I cannot say it better than the other reviews....except, amazing service and better food. Spicy margarita is a must!  Who can ask for more? ",FyXbdVAQ1kDsmRAGTlCAlw,2021-11-13 18:30:51,jf2eOxyT1tlA1lyqKavPXA,5,Aaron
oujgUjprvo3e-3ehIbixWg,"The atmosphere was really nice overall the food was pretty good, the only reason I am giving 4 stars instead of 5 is because I felt like the entrees weren't as good as the apps and dessert",6AFEblCOaK6VwpHb-d9RGw,2021-10-22 03:53:31,jf2eOxyT1tlA1lyqKavPXA,4,Xian
